Date,open,high,low,close,volume
03-09-2023,1.122,1.137,1.112,1.126,146494.479
04-09-2023,1.125,1.15,1.106,1.128,330196.206
05-09-2023,1.128,1.158,1.107,1.131,304961.744
06-09-2023,1.127,1.147,1.106,1.131,281638.123
07-09-2023,1.13,1.158,1.121,1.152,326023.649
08-09-2023,1.155,1.167,1.126,1.152,182524.163
09-09-2023,1.152,1.191,1.145,1.166,194220.211
10-09-2023,1.165,1.172,1.102,1.152,298249.592
11-09-2023,1.152,1.159,1.077,1.104,469031.669
12-09-2023,1.104,1.135,1.063,1.068,590325.856
13-09-2023,1.068,1.106,1.063,1.09,237952.46
14-09-2023,1.089,1.121,1.079,1.108,242290.732
15-09-2023,1.109,1.137,1.095,1.13,263090.604
16-09-2023,1.129,1.145,1.114,1.128,182328.042
17-09-2023,1.128,1.132,1.074,1.095,189660.627
18-09-2023,1.094,1.133,1.074,1.101,412725.084
19-09-2023,1.098,1.135,1.084,1.123,289037.726
20-09-2023,1.122,1.137,1.096,1.122,277443.834
21-09-2023,1.121,1.156,1.097,1.128,475621.678
22-09-2023,1.128,1.135,1.098,1.119,256795.882
23-09-2023,1.123,1.131,1.102,1.115,166734.887
24-09-2023,1.116,1.12,1.085,1.095,175808.089
25-09-2023,1.095,1.126,1.083,1.101,217275.986
26-09-2023,1.101,1.11,1.07,1.079,212487.474
27-09-2023,1.081,1.102,1.056,1.076,297797.47
28-09-2023,1.079,1.116,1.071,1.11,243955.606
29-09-2023,1.11,1.133,1.091,1.12,267291.941
30-09-2023,1.122,1.153,1.116,1.133,243342.527
01-10-2023,1.134,1.172,1.124,1.159,259241.776
02-10-2023,1.161,1.173,1.104,1.116,341378.2106
03-10-2023,1.115,1.127,1.091,1.099,224038.455
04-10-2023,1.1,1.11,1.061,1.1,294999.304
05-10-2023,1.098,1.121,1.067,1.075,290168.161
06-10-2023,1.073,1.106,1.069,1.093,160407.956
07-10-2023,1.094,1.113,1.076,1.091,155687.896
08-10-2023,1.091,1.106,1.072,1.091,111565.094
09-10-2023,1.091,1.1,1.017,1.038,268059.99
10-10-2023,1.038,1.061,1.027,1.043,162006.919
11-10-2023,1.043,1.048,1.005,1.028,276265.698
12-10-2023,1.028,1.042,0.996,1.012,348725.997
13-10-2023,1.012,1.026,0.991,1.006,573041.994
14-10-2023,1.009,1.021,1,1.011,175383.687
15-10-2023,1.01,1.039,1.003,1.032,212538.748
16-10-2023,1.028,1.071,1.019,1.034,318125.323
17-10-2023,1.034,1.042,0.996,1.009,313594.26
18-10-2023,1.008,1.024,0.983,0.998,246720.971
19-10-2023,0.998,1.01,0.965,0.987,276684.409
20-10-2023,0.987,1.024,0.979,1.007,372589.6
21-10-2023,1.006,1.055,0.992,1.038,363937.037
22-10-2023,1.04,1.061,1.013,1.051,405640.984
23-10-2023,1.056,1.115,1.043,1.102,840577.175
24-10-2023,1.099,1.176,1.085,1.136,1251631.174
25-10-2023,1.136,1.167,1.099,1.143,780412.733
26-10-2023,1.144,1.223,1.133,1.193,984478.546
27-10-2023,1.191,1.263,1.155,1.22,845794.316
28-10-2023,1.221,1.265,1.205,1.217,512654.658
29-10-2023,1.217,1.284,1.195,1.278,542115.908
30-10-2023,1.278,1.335,1.243,1.322,706900.658
31-10-2023,1.322,1.341,1.249,1.331,726415.16
01-11-2023,1.333,1.569,1.319,1.527,1118674.999
02-11-2023,1.526,1.567,1.446,1.522,1155364.579
03-11-2023,1.523,1.563,1.447,1.474,890564.8486
04-11-2023,1.474,1.54,1.451,1.519,607797.648
05-11-2023,1.519,1.678,1.493,1.641,1111103.588
06-11-2023,1.635,1.677,1.553,1.587,920020.411
07-11-2023,1.584,1.586,1.406,1.447,1191178.588
08-11-2023,1.446,1.497,1.415,1.47,966894.264
09-11-2023,1.468,1.568,1.295,1.44,1289037.792
10-11-2023,1.437,1.587,1.402,1.56,1203900.333
11-11-2023,1.561,1.637,1.468,1.597,1193390.068
12-11-2023,1.601,1.801,1.52,1.702,1225097.162
13-11-2023,1.701,1.748,1.585,1.591,1175767.961
14-11-2023,1.59,1.63,1.451,1.539,984467.322
15-11-2023,1.54,1.772,1.531,1.7,1252908.328
16-11-2023,1.701,1.862,1.652,1.723,1462208.525
17-11-2023,1.721,1.947,1.712,1.873,1407949.663
18-11-2023,1.872,1.897,1.677,1.774,1261220.515
19-11-2023,1.774,2.05,1.711,1.986,1422523.693
20-11-2023,1.987,2.191,1.964,1.997,1392497.568
21-11-2023,1.997,2.052,1.727,1.753,1367868.193
22-11-2023,1.754,1.869,1.744,1.823,1433948.206
23-11-2023,1.826,1.861,1.76,1.808,1083904.376
24-11-2023,1.808,1.917,1.77,1.833,1027253.562
25-11-2023,1.834,1.917,1.814,1.885,754414.047
26-11-2023,1.885,1.92,1.784,1.829,845238.911
27-11-2023,1.83,1.837,1.731,1.779,866625.965
28-11-2023,1.78,1.829,1.731,1.822,821764.171
29-11-2023,1.82,1.889,1.791,1.798,868313.878
30-11-2023,1.799,1.889,1.781,1.878,881319.707
01-12-2023,1.88,1.909,1.851,1.893,671401.149
02-12-2023,1.893,2.041,1.888,2.008,886318.685
03-12-2023,2.008,2.029,1.951,1.98,661459.313
04-12-2023,1.979,2.195,1.972,2.15,1332708.738
05-12-2023,2.152,2.321,2.131,2.252,1416673.059
06-12-2023,2.257,2.403,2.233,2.284,1399339.364
07-12-2023,2.285,2.376,2.209,2.266,1257313.667
08-12-2023,2.269,2.397,2.19,2.378,1336862.555
09-12-2023,2.376,2.612,2.376,2.419,1384476.994
10-12-2023,2.421,2.598,2.375,2.52,1112493.329
11-12-2023,2.52,2.545,2.162,2.242,1322589.669
12-12-2023,2.24,2.466,2.222,2.305,1314547.262
13-12-2023,2.304,2.345,2.101,2.329,1045061.529
14-12-2023,2.33,2.356,2.179,2.324,1062537.039
15-12-2023,2.322,2.327,2.183,2.192,990000.529
16-12-2023,2.191,2.448,2.16,2.395,1235440.933
17-12-2023,2.389,2.48,2.26,2.266,934401.989
18-12-2023,2.266,2.318,2.066,2.291,1021044.053
19-12-2023,2.289,2.501,2.259,2.431,1015939.443
20-12-2023,2.431,3.055,2.423,2.843,691450.367
21-12-2023,2.846,3.619,2.779,3.536,582219.709
22-12-2023,3.538,3.791,3.269,3.357,569312.658
23-12-2023,3.361,3.971,3.203,3.904,584504.245
24-12-2023,3.903,4.086,3.613,3.8,501012.151
25-12-2023,3.797,4.37,3.706,4.257,485598.663
26-12-2023,4.259,4.623,3.904,4.3,445289.697
27-12-2023,4.302,4.392,3.988,4.084,447594.244
28-12-2023,4.086,4.32,3.728,3.755,475198.194
29-12-2023,3.758,3.974,3.511,3.619,510598.739
30-12-2023,3.622,3.775,3.54,3.673,520699.713
31-12-2023,3.675,3.9,3.527,3.65,504841.758
01-01-2024,3.65,3.836,3.564,3.795,518174.475
02-01-2024,3.793,4.329,3.744,3.924,480562.069
03-01-2024,3.922,4.083,2.9,3.771,516254.073
04-01-2024,3.772,4.048,3.573,3.912,510538.974
05-01-2024,3.909,3.95,3.451,3.552,504236.235
06-01-2024,3.553,3.71,3.166,3.476,540706.969
07-01-2024,3.478,3.542,3.151,3.213,494170.177
08-01-2024,3.216,3.489,2.923,3.416,569715.921
09-01-2024,3.414,3.558,3.028,3.222,566317.466
10-01-2024,3.223,3.684,3.085,3.605,549767.005
11-01-2024,3.603,3.839,3.501,3.613,520519.112
12-01-2024,3.616,3.68,3.308,3.458,498792.385
13-01-2024,3.459,3.52,3.3,3.406,450446.256
14-01-2024,3.407,3.522,3.294,3.307,436934.37
15-01-2024,3.306,3.426,3.239,3.306,436213.905
16-01-2024,3.303,3.347,3.178,3.239,493817.668
17-01-2024,3.239,3.369,3.154,3.304,467925.859
18-01-2024,3.31,3.376,2.987,3.086,506742.907
19-01-2024,3.083,3.095,2.785,3.015,554443.702
20-01-2024,3.015,3.015,2.867,2.968,386488.658
21-01-2024,2.965,3.047,2.916,2.919,376076.626
22-01-2024,2.923,2.949,2.572,2.649,617856.513
23-01-2024,2.65,2.727,2.45,2.65,608587.887
24-01-2024,2.65,2.697,2.544,2.681,719488.086
25-01-2024,2.68,2.748,2.605,2.698,603946.805
26-01-2024,2.691,3.007,2.645,2.917,752611.357
27-01-2024,2.916,2.964,2.824,2.909,551863.389
28-01-2024,2.909,3.078,2.858,2.877,645335.74
29-01-2024,2.879,3.059,2.847,3.014,601556.061
30-01-2024,3.009,3.235,2.956,3.014,623458.652
31-01-2024,3.01,3.03,2.785,2.823,647430.383
01-02-2024,2.822,2.88,2.725,2.855,603381.537
02-02-2024,2.856,2.949,2.822,2.902,531162.493
03-02-2024,2.899,2.947,2.801,2.814,381638.108
04-02-2024,2.816,2.827,2.746,2.754,362568.998
05-02-2024,2.753,2.815,2.696,2.751,467910.103
06-02-2024,2.75,2.784,2.685,2.734,519645.559
07-02-2024,2.736,2.896,2.674,2.874,566696.941
08-02-2024,2.867,3.004,2.866,2.921,689335.244
09-02-2024,2.921,3.055,2.915,2.994,698853.168
10-02-2024,2.993,3.149,2.96,3.043,676898.915
11-02-2024,3.042,3.217,3.028,3.127,722532.275
12-02-2024,3.125,3.399,3.073,3.383,649471.452
13-02-2024,3.384,3.45,3.165,3.212,604655.949
14-02-2024,3.211,3.459,3.163,3.331,609372.648
15-02-2024,3.328,3.411,3.264,3.399,605958.986
16-02-2024,3.398,3.461,3.167,3.281,552856.388
17-02-2024,3.279,3.355,3.134,3.331,445256.789
18-02-2024,3.331,3.589,3.264,3.519,614676.729
19-02-2024,3.521,3.622,3.465,3.529,566300.997
20-02-2024,3.531,3.563,3.236,3.396,560237.542
21-02-2024,3.396,3.397,3.088,3.244,558975.079
22-02-2024,3.245,3.353,3.116,3.248,547909.512
23-02-2024,3.25,3.43,3.143,3.363,558919.831
24-02-2024,3.365,3.921,3.282,3.863,603174.508
25-02-2024,3.866,3.88,3.661,3.702,563877.003
26-02-2024,3.701,4.198,3.641,4.096,506953.655
27-02-2024,4.107,4.149,3.846,3.938,488782.738
28-02-2024,3.935,4.1,3.54,3.897,491282.151
29-02-2024,3.895,4.09,3.719,3.877,460497.484
01-03-2024,3.878,4.125,3.874,3.955,498517.564
02-03-2024,3.959,4.497,3.879,4.482,463759.163
03-03-2024,4.486,4.499,3.912,4.426,435663.117
04-03-2024,4.422,4.78,4.221,4.331,422978.53
05-03-2024,4.341,4.482,3.57,4.245,440494.211
06-03-2024,4.245,5.949,3.996,5.894,397179.269
07-03-2024,5.899,6.196,5.417,5.519,325387.999
08-03-2024,5.521,5.766,5.125,5.743,345095.319
09-03-2024,5.746,6.492,5.601,6.194,314102.53
10-03-2024,6.198,6.296,5.755,5.948,301877.117
11-03-2024,5.947,7.304,5.611,6.671,270890.023
12-03-2024,6.672,8.084,6.632,8.072,253884.287
13-03-2024,8.074,8.535,7.478,7.76,213939.832
14-03-2024,7.757,8.914,7.587,8.857,216596.892
15-03-2024,8.872,8.98,7.053,7.485,241556.848
16-03-2024,7.487,7.973,6.51,6.728,250355.8241
17-03-2024,6.726,8.446,6.626,8.24,241791.8137
18-03-2024,8.241,8.581,6.856,7.027,228683.9414
19-03-2024,7.023,7.1,6.196,6.354,285951.8848
20-03-2024,6.355,7.009,6.001,6.91,287987.847
21-03-2024,6.913,6.989,6.411,6.45,261460.8057
22-03-2024,6.447,6.835,6.212,6.492,273376.968
23-03-2024,6.491,6.801,6.36,6.617,252961.265
24-03-2024,6.618,6.999,6.428,6.998,259688.065
25-03-2024,6.997,7.762,6.972,7.447,221430.8446
26-03-2024,7.451,8.127,7.418,7.664,216726.161
27-03-2024,7.665,7.9,7.094,7.257,222736.853
28-03-2024,7.252,7.429,7.117,7.193,227980.88
29-03-2024,7.192,7.205,6.852,6.973,245375.316
30-03-2024,6.974,7.322,6.908,6.937,225772.085
31-03-2024,6.94,7.363,6.905,7.296,226655.9604
01-04-2024,7.297,7.373,6.57,6.74,262317.7448
02-04-2024,6.741,6.741,6.111,6.218,271171.9262
03-04-2024,6.216,6.906,6.001,6.594,266476.582
04-04-2024,6.596,7.034,6.337,6.725,280011.669
05-04-2024,6.727,7.501,6.478,7.219,258905.4917
06-04-2024,7.223,7.306,6.902,7.023,260849.5301
07-04-2024,7.024,7.143,6.816,6.913,266344.357
08-04-2024,6.916,7.575,6.836,7.367,244701.712
09-04-2024,7.356,7.702,7.17,7.227,225870.062
10-04-2024,7.223,7.317,6.65,6.982,254514.269
11-04-2024,6.982,7.331,6.735,6.79,251739.951
12-04-2024,6.791,6.932,5.2,5.789,294618.054
13-04-2024,5.788,5.857,4.079,5.214,345897.103
14-04-2024,5.216,5.733,4.918,5.717,333282.3
15-04-2024,5.719,5.859,4.987,5.221,334950.551
16-04-2024,5.221,5.544,4.904,5.494,350945.129
17-04-2024,5.495,5.66,5.186,5.411,332547.646
18-04-2024,5.412,5.887,5.222,5.705,318039.423
19-04-2024,5.706,5.864,5.229,5.587,316579.63
20-04-2024,5.588,6.256,5.506,6.219,316139.914
21-04-2024,6.217,6.489,6.052,6.445,272818.201
22-04-2024,6.448,7.249,6.343,7.03,251394.886
23-04-2024,7.03,7.264,6.837,6.884,235967.772
24-04-2024,6.893,7.331,6.67,6.861,247420.138
25-04-2024,6.862,7.236,6.606,7.132,253866.033
26-04-2024,7.134,7.532,6.897,6.928,228657.482
27-04-2024,6.929,7.643,6.7,7.138,240298.349
28-04-2024,7.142,7.495,7.029,7.049,224415.899
29-04-2024,7.048,7.112,6.675,6.867,249706.901
30-04-2024,6.865,6.949,5.858,6.192,270927.836
01-05-2024,6.191,6.434,5.726,6.14,285711.572
02-05-2024,6.141,6.214,5.872,6.086,288910.296
03-05-2024,6.087,6.932,6.025,6.874,267902.546
04-05-2024,6.873,6.984,6.783,6.863,255789.691
05-05-2024,6.868,7.533,6.671,7.49,239272.214
06-05-2024,7.489,7.599,7.166,7.313,227366.833
07-05-2024,7.318,7.87,7.109,7.114,221709.832
08-05-2024,7.115,7.297,6.787,6.805,232477.242
09-05-2024,6.808,7.499,6.805,7.483,237318.757
10-05-2024,7.479,7.649,7.122,7.253,225811.17
11-05-2024,7.264,7.334,7.001,7.021,225827.307
12-05-2024,7.014,7.063,6.834,6.887,229629.098
13-05-2024,6.892,7.375,6.547,7.29,244966.878
14-05-2024,7.289,7.397,6.929,7.022,226828.635
15-05-2024,7.023,8.094,6.888,8.051,235608.828
16-05-2024,8.054,8.294,7.852,8.019,192658.506
17-05-2024,8.021,8.519,7.915,8.039,199994.74
18-05-2024,8.036,8.121,7.808,7.92,203313.189
19-05-2024,7.919,7.999,7.651,7.78,198066.003
20-05-2024,7.774,8.325,7.707,8.288,204995.128
21-05-2024,8.294,8.334,7.764,7.82,197404.161
22-05-2024,7.82,8.256,7.701,7.984,204882.414
23-05-2024,7.988,8.183,7.354,7.696,210200.903
24-05-2024,7.695,8.07,7.582,7.906,208140.195
25-05-2024,7.91,8.255,7.857,8.229,202842.395
26-05-2024,8.23,8.378,7.782,7.814,205231.678
27-05-2024,7.812,7.976,7.693,7.828,221003.283
28-05-2024,7.828,7.978,7.527,7.703,201583.957
29-05-2024,7.709,7.829,7.54,7.585,195349.872
30-05-2024,7.582,7.655,7.218,7.281,208639.087
31-05-2024,7.283,7.44,7.082,7.245,201452.261
01-06-2024,7.247,7.474,7.173,7.375,194711.346
02-06-2024,7.374,7.504,7.12,7.199,204900.952
03-06-2024,7.2,7.385,7.091,7.123,229295.792
04-06-2024,7.117,7.472,7.004,7.418,217041.486
05-06-2024,7.424,7.717,7.411,7.656,197743.988
06-06-2024,7.657,7.685,7.234,7.333,200031.529
07-06-2024,7.328,7.455,6.111,6.877,215911.461
08-06-2024,6.876,6.921,6.477,6.569,231970.142
09-06-2024,6.569,6.693,6.514,6.586,211888.633
10-06-2024,6.591,6.639,6.337,6.394,242188.521
11-06-2024,6.396,6.409,6.006,6.061,258382.136
12-06-2024,6.06,6.709,5.874,6.405,261302.475
13-06-2024,6.403,6.406,5.849,5.922,253089.615
14-06-2024,5.92,6.014,5.42,5.585,309287.814
15-06-2024,5.59,5.7,5.508,5.601,233327.665
16-06-2024,5.607,5.737,5.495,5.631,210191.337
17-06-2024,5.643,5.734,4.996,5.168,334949.366
18-06-2024,5.167,5.191,4.453,4.728,382846.656
19-06-2024,4.725,5.109,4.661,4.963,353962.673
20-06-2024,4.965,5.499,4.92,5.165,342005.739
21-06-2024,5.16,5.44,5.091,5.407,335768.173
22-06-2024,5.408,5.426,5.112,5.185,268450.613
23-06-2024,5.187,5.451,5.099,5.196,271715.838
24-06-2024,5.193,5.6,5.026,5.377,290149.811
25-06-2024,5.37,5.636,5.311,5.422,258008.516
26-06-2024,5.421,5.52,5.156,5.173,296609.254
27-06-2024,5.177,5.372,5.07,5.222,287283.9
28-06-2024,5.223,5.246,4.862,4.962,292167.894
29-06-2024,4.965,5.05,4.921,4.965,186875.634
30-06-2024,4.965,5.362,4.876,5.301,259301.483
01-07-2024,5.304,5.396,5.21,5.267,243620.067
02-07-2024,5.268,5.601,5.236,5.521,282034.293
03-07-2024,5.523,5.582,4.989,5.036,302973.147
04-07-2024,5.036,5.09,4.61,4.621,331680.044
05-07-2024,4.622,4.629,4.001,4.425,414734.249
06-07-2024,4.426,4.853,4.368,4.81,323938.817
07-07-2024,4.809,4.831,4.377,4.399,279931.668
08-07-2024,4.4,4.758,4.173,4.467,357935.813
09-07-2024,4.466,4.605,4.371,4.533,334379.668
10-07-2024,4.533,4.747,4.46,4.626,302926.719
11-07-2024,4.626,5.059,4.547,4.931,324149.736
12-07-2024,4.928,5.192,4.744,5.184,335770.944
13-07-2024,5.185,5.335,5.103,5.202,227062.236
14-07-2024,5.201,5.485,5.195,5.403,247974.909
15-07-2024,5.402,5.993,5.361,5.916,305020.315
16-07-2024,5.917,6.276,5.861,6.244,282441.984
17-07-2024,6.244,6.491,6.014,6.066,263995.548
18-07-2024,6.07,6.238,5.881,6.039,251482.446
19-07-2024,6.041,6.439,5.86,6.436,265130.693
20-07-2024,6.434,6.439,6.241,6.287,209747.912
21-07-2024,6.288,6.375,5.921,6.34,240768.895
22-07-2024,6.336,6.462,6.02,6.032,244873.349
23-07-2024,6.036,6.094,5.701,5.761,249467.217
24-07-2024,5.762,5.999,5.532,5.615,267098.324
25-07-2024,5.614,5.731,5.13,5.415,316160.159
26-07-2024,5.416,5.814,5.392,5.716,274566.23
27-07-2024,5.715,5.941,5.529,5.681,254537.74
28-07-2024,5.681,5.681,5.432,5.448,230054.965
29-07-2024,5.444,5.714,5.288,5.291,310109.344
30-07-2024,5.288,5.373,5.069,5.15,252228.26
31-07-2024,5.149,5.297,4.967,4.989,259100.331
01-08-2024,4.992,5.14,4.661,4.983,330843.922
02-08-2024,4.98,5.05,4.577,4.604,341397.523
03-08-2024,4.602,4.725,4.242,4.372,334561.462
04-08-2024,4.373,4.451,4.003,4.134,353130.329
05-08-2024,4.135,4.189,3.072,3.523,522166.653
06-08-2024,3.523,3.803,3.495,3.676,460022.843
07-08-2024,3.678,3.877,3.504,3.571,454117.056
08-08-2024,3.57,4.087,3.469,4.063,430849.868
09-08-2024,4.062,4.164,3.913,4.054,346840.357
10-08-2024,4.05,4.258,3.951,4.168,292257.261
11-08-2024,4.162,4.223,3.834,3.869,310610.645
12-08-2024,3.865,4.131,3.83,4.112,338374.638
13-08-2024,4.113,4.407,3.935,4.301,328615.914
14-08-2024,4.306,4.329,4.107,4.169,305941.96
15-08-2024,4.167,4.25,3.934,4.026,317098.866
16-08-2024,4.025,4.073,3.824,3.968,271677.606
17-08-2024,3.966,4.023,3.927,3.991,161373.291
18-08-2024,3.991,4.065,3.893,3.895,211191.246
19-08-2024,3.9,4.015,3.836,4.001,277972.969
20-08-2024,4.002,4.15,3.946,4.005,280549.291
21-08-2024,4.006,4.304,3.963,4.243,311917.478
22-08-2024,4.248,4.381,4.166,4.303,293343.724
23-08-2024,4.305,4.854,4.304,4.838,386616.042
24-08-2024,4.837,5.253,4.736,5.043,345898.576
25-08-2024,5.047,5.078,4.778,4.917,297744.26
26-08-2024,4.923,4.999,4.704,4.783,327384.208
27-08-2024,4.78,5.013,4.43,4.529,357759.465
28-08-2024,4.527,4.599,4.217,4.344,386906.107
29-08-2024,4.336,4.544,4.122,4.213,335780.588
30-08-2024,4.211,4.31,3.942,4.113,329741.653
31-08-2024,4.114,4.159,3.976,4.026,234206.565
01-09-2024,4.026,4.077,3.817,3.85,272459.56
02-09-2024,3.848,4.03,3.836,3.99,381554.168
03-09-2024,3.989,4.077,3.708,3.721,365791.956
04-09-2024,3.726,3.941,3.555,3.889,381298.912
05-09-2024,3.888,3.928,3.697,3.713,314886.894
06-09-2024,3.711,3.813,3.422,3.551,398970.53
07-09-2024,3.551,3.755,3.542,3.666,317092.94
08-09-2024,3.666,3.815,3.643,3.756,359027.678
09-09-2024,3.755,4.098,3.752,4.013,401387.408
10-09-2024,4.014,4.079,3.945,4.034,329502.542
11-09-2024,4.035,4.054,3.819,3.968,394671.837
12-09-2024,3.966,4.296,3.963,4.247,440357.46
13-09-2024,4.248,4.343,4.114,4.291,417909.952
14-09-2024,4.285,4.308,4.153,4.193,284601.48
15-09-2024,4.192,4.263,4.001,4.018,359382.829
16-09-2024,4.015,4.031,3.851,3.877,339029.914
17-09-2024,3.877,4.295,3.83,4.133,390305.583
18-09-2024,4.134,4.254,3.937,4.253,414547.982
19-09-2024,4.251,4.583,4.251,4.362,477469.898
20-09-2024,4.361,4.505,4.256,4.394,426672.418
21-09-2024,4.387,4.687,4.285,4.668,422251.237
22-09-2024,4.667,4.685,4.382,4.526,414931.804
23-09-2024,4.525,5.253,4.401,5.177,386315.968
24-09-2024,5.176,5.394,5.057,5.345,349715.662
25-09-2024,5.351,5.451,5.113,5.138,317341.12
26-09-2024,5.141,5.869,5.123,5.548,346651.673
27-09-2024,5.549,5.756,5.363,5.457,356368.544
28-09-2024,5.458,5.57,5.356,5.559,318391.013
29-09-2024,5.563,5.625,5.356,5.504,313238.936
30-09-2024,5.508,5.514,5.228,5.288,336722.496
01-10-2024,5.287,5.559,4.633,4.841,347155.331
02-10-2024,4.842,4.999,4.526,4.627,373603.437
03-10-2024,4.626,4.767,4.421,4.641,357296.888
04-10-2024,4.642,4.857,4.595,4.829,341727.994
05-10-2024,4.833,4.87,4.635,4.78,295597.291
06-10-2024,4.778,4.95,4.716,4.949,256857.261
07-10-2024,4.949,5.327,4.915,5.046,361668.566
08-10-2024,5.046,5.156,4.859,4.895,338550.978
09-10-2024,4.892,4.986,4.555,4.608,318964.42
10-10-2024,4.608,4.679,4.43,4.595,322991.609
11-10-2024,4.594,4.808,4.545,4.736,355212.305
12-10-2024,4.737,4.919,4.681,4.847,342380.324
13-10-2024,4.848,4.874,4.564,4.704,365913.454
14-10-2024,4.704,5.079,4.628,5.026,362557.456
15-10-2024,5.027,5.278,4.876,5.061,348701.715
16-10-2024,5.06,5.079,4.884,4.946,338001.385
17-10-2024,4.945,5.035,4.65,4.77,326490.702
18-10-2024,4.769,4.954,4.73,4.895,305445.658
19-10-2024,4.896,4.946,4.761,4.816,251133.072
20-10-2024,4.818,5.014,4.704,4.98,290751.289
21-10-2024,4.98,5.055,4.753,4.784,320175.793
22-10-2024,4.782,4.839,4.628,4.681,343731.105
23-10-2024,4.684,4.695,4.452,4.652,318221.288
24-10-2024,4.653,4.78,4.539,4.718,310521.011
25-10-2024,4.719,4.741,4,4.171,355062.333
26-10-2024,4.17,4.278,4.1,4.236,404251.793
27-10-2024,4.237,4.382,4.18,4.309,241992.948
28-10-2024,4.308,4.359,4.072,4.303,360509.592
29-10-2024,4.303,4.519,4.286,4.434,387106.792
30-10-2024,4.438,4.44,4.267,4.308,353260.423
31-10-2024,4.307,4.335,4.02,4.048,373822.725
01-11-2024,4.054,4.159,3.863,3.93,389815.701
02-11-2024,3.929,3.991,3.767,3.81,290739.003
03-11-2024,3.81,3.84,3.557,3.69,391298.736
04-11-2024,3.689,3.759,3.504,3.619,417281.485
05-11-2024,3.618,3.938,3.61,3.806,351763.132
06-11-2024,3.811,4.29,3.807,4.232,436974.304
07-11-2024,4.231,4.35,4.098,4.233,413140.963
08-11-2024,4.23,4.393,4.152,4.327,424779.391
09-11-2024,4.327,4.693,4.241,4.637,418827.933
10-11-2024,4.642,4.976,4.443,4.722,405761.011
11-11-2024,4.724,5.641,4.699,5.564,359058.623
12-11-2024,5.56,5.75,4.96,5.342,335462.496
13-11-2024,5.339,5.548,4.961,5.17,356892.248
14-11-2024,5.17,5.649,5.015,5.409,337642.48
15-11-2024,5.414,5.673,5.175,5.554,330535.482
16-11-2024,5.558,6.385,5.454,5.947,298350.637
17-11-2024,5.946,6.156,5.604,5.705,310073.318
18-11-2024,5.703,6.295,5.657,6.024,302950.249
19-11-2024,6.021,6.102,5.617,5.784,307995.955
20-11-2024,5.781,5.871,5.336,5.478,324152.835
21-11-2024,5.479,5.859,5.304,5.788,320635.348
22-11-2024,5.789,6.181,5.484,6.133,316972.179
23-11-2024,6.136,6.58,6.014,6.19,288092.296
24-11-2024,6.193,7.108,6.008,6.865,275156.187
25-11-2024,6.875,7.25,6.35,6.462,262026.954
26-11-2024,6.463,6.679,5.961,6.521,284451.335
27-11-2024,6.522,6.879,6.392,6.816,271265.155
28-11-2024,6.815,7.171,6.412,7.019,268301.147
29-11-2024,7.016,7.041,6.778,6.965,250410.157
30-11-2024,6.964,7.249,6.773,7.003,246841.363
01-12-2024,7.006,7.159,6.771,6.918,247535.563
02-12-2024,6.915,7.5,6.421,7.477,259505.552
03-12-2024,7.479,7.631,6.736,7.381,234058.294
04-12-2024,7.394,7.711,7.16,7.474,237415.102
05-12-2024,7.475,8.018,7.045,7.618,221639.403
